experiment,matchType,pid,srgiResponse
chat,random,5d49a0b751695e0001a188a8,1.75
chat,low,5f489766dbc4a2364c0f4f93,2.5
chat,low,56b61b915cd743000e6e01c5,2.5
chat,random,60b69129f584ee4e38acf2a0,1.75
chat,low,65a54cf6f170aa984b7014fe,5.0
chat,high,631bfb8f27645e704e21c1cd,6.0
chat,low,5fc2a0d812bc59000b746ee5,3.875
chat,low,5efe29d315ba872fa20a9c3d,3.125
chat,random,5c5f525806006e0001db95d2,2.625
chat,low,560ce65601c38a0012769e20,4.125
chat,random,659b47ca7fa14c73800c971f,5.0
chat,low,60749006a2c37cf53763a864,3.0
chat,high,6276d97e209059496d37bf74,4.375
chat,high,6559bfda36a47498fdab85bb,5.125
chat,random,6473ddd093826f8af4192abb,4.375
chat,low,6560d73f80824412a8a74260,5.875
chat,low,60fe58dabcac84f95b003aa0,2.625
chat,low,55d4d11258c35800113dc2ab,1.75
chat,low,6537e43c008bb605430a302f,2.25
chat,low,60c739d1b402ae0d42b37c66,3.5
chat,random,5d8a29c082fec30001d9c24a,1.75
chat,low,57d0a0bee3221e00015fe385,1.0
chat,high,62839ba4a4ace124f3a3889c,6.25
chat,random,5ba6d507cf54e40001c45aaf,4.5
chat,high,5f73f37ed13ce303cc14ae35,3.5
chat,random,5ecf0bbe8bfd24313fec46f9,3.0
chat,random,6153b5513ccada2d35fae508,3.5
chat,high,653581ba721c66a086862a3a,3.375
chat,high,65a310e27edb947ce09c873e,4.0
chat,high,6510589f98d5a328674c2d41,5.0
chat,high,5fe3b66ad42dc508212bb4bd,5.375
chat,low,5e5220711b676824eb24c172,3.875
chat,high,65761328646d5bb2adf235d4,5.125
chat,high,611bef112e9841a0a0f5a8d4,5.125
chat,low,62aa4aba6960dfb1b61f7583,5.25
chat,high,601613d475762b7652816ca7,2.0
chat,high,608241637be5af31f16b6a9e,4.125
chat,high,655ace2405bf46b182b8c8d4,6.5
chat,low,5a0908427542890001aa6a0d,3.625
chat,high,63f77ab51428a164ec2edbab,5.875
chat,random,6107c3c34aec7850786b6d62,4.75
chat,low,610847fd403ae0217934a3a1,4.5
chat,high,633f63a85f73534dbcfa5ae5,4.125
chat,low,5e2be6efe179572183644844,3.875
chat,high,5c284e0970d93a0001211e16,4.5
chat,low,5ba9a99738803d00012729de,4.375
chat,low,5e9389d87d6dc1078fe0ebee,3.875
chat,low,5e8b32ec2c33ae7f20a0b401,4.25
chat,random,640e2d45fd23f3fafe92d6d4,3.25
chat,random,5fe2ca269568d5e8f57933aa,4.625
chat,random,65133aee2f4db274e13c9185,4.0
chat,low,610cd5f2b38b2d1bffe55477,4.5
chat,high,5c1edaeaafeeef00011588b3,5.625
chat,low,60d3aa9722bb0097de874bc6,3.75
chat,low,63d7cc4af906d9f7158dfc7c,4.0
chat,low,64e36d981d00e7d7c45addc2,2.125
chat,high,5c6d5477e8833000015244ad,3.5
chat,low,594425f07ccfd00001d3f462,2.75
chat,low,5fee0c90eb52700cd9752702,4.75
chat,random,5fc1b59370c9de1ad16360cf,4.875
chat,low,5a9353586219a30001d2f2af,5.5
chat,low,61084626e3d000c4f4fad8d4,4.75
chat,high,65a1b041c4bdba3a0500c6c2,5.125
chat,random,6504633485468cf602abc99f,5.375
chat,high,655906fe15e533cb7b6c3ed8,4.0
chat,low,6286b299b72d9737157f9a66,3.0
chat,low,63e5fca99d84c2b8004e82df,3.5
chat,low,6307bee7b345c1bf0fb2f362,3.625
chat,high,6503bd6097b5fd18559e6a0d,4.75
chat,high,62f0477d75b93e5cb2fdb8ac,2.875
chat,random,64136bf30b27746cb96f7db8,5.5
chat,high,5f0f94efd5e07b000c319c92,4.5
chat,random,63eae344b9cb08c33eac6a14,4.5
chat,random,6455616c0fe23ecca70ce1b9,4.875
chat,random,605220735560745cf0a16a80,2.25
chat,low,656f042cc31f84842ad587e4,5.75
chat,high,631fc3e54c3c0515402fdd17,5.75
chat,low,63d423b81f5e313b9958723c,5.75
chat,random,60fdef9361f7fc4fb2815d20,3.75
chat,random,5e06ecd524f9390991997bb7,4.375
chat,high,6521ab1c4a2ffd6c21a3b662,5.5
chat,random,62e2deadd18974300540f870,4.875
chat,low,56f2a49ced0cf600069131cd,6.0
chat,high,60e769ec9858960e8ad00886,1.0
chat,high,655f8f04860e2c0fe8291155,5.5
chat,high,656330bce859fe9d4d59f7cd,5.625
chat,low,63d7ff8dba0dc23728426ecd,2.0
chat,random,5ed543442db0060a955d12e1,6.125
chat,low,5fd8ca40697e370870a312e8,4.25
chat,random,5d74001d391b6600175f433b,4.5
chat,high,63052eec3dbd8fe43570ff33,5.75
chat,random,5d4a41890e604c00011ade8b,2.875
chat,random,655b67f729177b2ec81552b3,5.875
chat,random,646fea6f93d07b0354140441,5.375
chat,low,62bb42e2f21cfdb280cc975f,5.75
chat,low,6314bc49055e150c92f4736e,4.375
chat,high,5de87c376522177f4f41cbd2,3.5
chat,high,614ee5e28a2f0a07d4d639dd,3.5
chat,high,5e8fe87009881f2ee83521fb,4.375
chat,high,630051de1dfc7f3ba6bb40cc,3.375
chat,random,656e8efb6e6610ae2d831f07,3.125
chat,high,607e3f2b4e935b3bd8c828b8,5.375
chat,high,654196bd73e7913dcc793fae,6.0
chat,random,64010f32f8dee9772983c7cd,4.375
chat,low,5f47f2a14aac571403cbb192,5.0
chat,random,6328817c90a7f703ded34c91,3.5
chat,high,6500bd3163ecc6bee8f02489,2.375
chat,random,6506462fb5631ff9b1772a4e,5.125
chat,random,5765c0fcf2e23200017ded5e,4.75
chat,high,6575c518dc00323903d27138,4.375
chat,high,658ab0b9e0bfd46e24786acb,5.875
chat,random,5d9cd36bed4008001284dcba,5.25
chat,random,657b13119af722654ad05679,3.625
chat,random,64f1f404809fb79511978ea5,4.25
chat,low,60ec54c58f88686dadb1a0c9,4.125
chat,random,63d2eec88a81e2462be70762,1.375
chat,high,6505c00f60873691a5154f78,5.0
chat,low,5bad4db8b712f30001b87990,4.0
chat,low,65845dda978052080941c93a,2.0
chat,low,616de80c9d988b900e45e5d3,3.125
chat,low,5cfb5233df7d70001619ca90,6.0
chat,random,5484655ffdf99b07b28f22cc,4.5
chat,random,6116b1860a4c099ceac9d82b,4.0
chat,random,657656efb9be3fcf85d0f308,4.375
chat,random,6549672929330cda58b408ed,4.0
chat,random,5a198755f2e3460001edc5c9,4.375
chat,random,65616965eb072b6dd9ca0451,1.75
chat,random,5f8cbc5c355ea745e6cef2ca,4.125
chat,high,60f45fc7523abdfd3aad4c80,4.625
chat,low,5c377e2f5c297200015669e6,2.25
chat,low,659c2cf64dd0249b909c552e,2.5
chat,low,53976390fdf99b73530fe503,1.0
chat,low,5dd4a7c9c0823f494b158668,2.625
chat,high,5f481f2c57500a2ba6368143,4.75
chat,random,65181c2f753b188afdddd2c4,4.625
chat,low,5c5ac2869d974300015d81fc,3.5
chat,low,5bdfb648484288000130dad0,3.5
chat,high,5e58cfeeb542010d36f52748,6.125
chat,random,62e097c92160176b0b9c2619,6.375
chat,high,61088ab6c782e07b972b175c,6.625
chat,high,6168650925d6f445883ccdd6,3.5
chat,high,614f23fabc0fcaa3cdfb9e05,4.0
chat,random,63d9f41910c61f3eb102079f,5.375
chat,low,657b65f52b493230436cd807,4.875
chat,low,5dc368ce880a2927e264dbec,4.0
chat,low,6101c5bffd584fdda7def135,4.75
chat,low,648706968595d07a26faa725,1.5
chat,random,63e711bb284d2bc894a057a6,5.375
chat,high,649f525cce87cb12c95ea642,5.25
chat,low,5fd4125ed9973916d62d9958,5.625
chat,random,6310a2f269ce30c2c6c79b16,2.5
chat,random,61113bc2b68d5fd7a8c9bac0,3.25
chat,high,61159c6def6704a2e37a321d,5.375
chat,high,656bf1dfc5463c1ed2f2d6f6,5.0
chat,high,65813dc3593e691b59a7ec9d,3.0
chat,random,5c7cf8b58ca9000001b52f6e,2.25
chat,low,653c58e49cc39d33989d7dc8,2.375
chat,random,65187fcbd6ff6fea74d1b7b7,3.875
chat,high,5d11095c9286a8001a6bf0b4,4.375
chat,random,5e1c138a2bf9514062e4de6b,5.625
chat,high,657c5c308f36a3084ee2c7cd,4.25
chat,random,648729d9ccceeabf94fa2000,4.625
chat,random,61005b323af6d4714cf3167c,1.0
chat,high,655f914dd623b0eda52483c8,3.5
chat,high,6103122eb08df918649a930c,7.0
chat,low,65603afb8e9cfc182d7b55bc,4.375
chat,random,60fddcea6835ad57b97679a1,3.0
chat,low,62fe744f4cd35a1a91b43f13,4.0
chat,random,63eeaf9f8433c653dedbd574,4.875
chat,high,65a181a14ea84f42d0c55684,5.5
chat,random,5b0c65c11e55760001b96e90,6.0
chat,high,59d662aa0c0c7100015b9af6,5.125
chat,low,5dc474fd45b8f933f16d6241,1.875
chat,low,63474e67a5fd298c6103c409,2.875
chat,high,6290fc5fd068d3b465461cac,4.25
chat,high,636149119f0c3ee5c09c95d6,4.25
chat,low,61194af5c97115f17a581a9e,4.125
chat,high,5dfc64647adf4b971f329cbf,5.875
chat,random,5d4a36e8a61675000169036f,5.375
chat,low,651ed09bae5c435e44627f99,3.75
chat,high,5fcaf45432c262806989840d,1.375
chat,random,60ca4cfb5c287146cad0695a,6.0
chat,high,659d58b6eff80ce23bc134ec,6.625
chat,high,61087689e968fcf3269375c1,4.75
chat,random,6074b929f753216d88c77e88,3.25
chat,high,63d7ec164d40c184be89bf34,4.875
chat,random,5e1f7b2a4c9b832b34e7c9d3,5.375
chat,random,56871df4369319000c268ff2,1.375
chat,high,601e13b872774f263d64acac,5.75
chat,low,60949c732335a02881e59e7e,4.875
chat,random,62d133496cf7f774b8bf98a0,6.0
chat,random,5bcc60b95c2b810001dc68e2,5.0
chat,high,65a038f02fb72900ba2653fc,4.625
chat,high,5aee513f3606ab0001b92b29,4.25
chat,low,5d1aa9db716058001a060031,4.25
chat,high,5e373f33a42bce6daa55ea65,5.125
chat,low,63c1d50895843298a2267943,1.375
chat,high,6236fe0ee063333a3e1ba72a,5.75
chat,low,655a2216383dfa42b46a3519,2.125
chat,low,60008e2ee4d8c913c602e0cd,3.0
chat,low,5d62886927a84f00010fbbb4,6.125
chat,random,5fc6ff902ee4372475162887,3.625
chat,random,628509147e9e933a0c068b9b,4.625
chat,low,6438a923683de8fa6662b555,2.5
chat,high,5678ea0289319e00116519c3,5.875
chat,high,6560ca7bb947c4f10cf53c36,5.875
chat,high,6409110921de1c850a685bf6,4.75
chat,random,6539a45c2de366185e3fd515,2.125
chat,random,637058f9e7a26c452d1cc49a,4.5
chat,random,63d55208f472dc9178329bcb,3.5
chat,high,60fdd077b324ee5ee1d34962,3.625
chat,low,61048c63f7c9c64bdc0b73a5,4.5
chat,random,5f877e0715f8781a0c7c3ab8,1.375
chat,low,6135752aa4ee5158b0708670,6.625
chat,low,62fc63161f97c9cb8af24925,1.0
chat,low,604b682a8b6ed9694d8e48aa,3.125
chat,low,61539b3fa541b182c0fadde1,4.625
chat,random,632e9aa62793c18a857aece4,4.5
chat,high,65957a8e9709a247dcfc07f3,4.375
chat,random,613e399e5615a34457efcb44,5.0
chat,high,5aeb33dc329e250001c1f9c3,5.25
chat,low,650b2ee81386e0c27f7efe26,4.875
chat,random,5848ad3bdb871400012da095,2.125
chat,random,6150af603e26f4482fedf8d9,4.75
chat,high,60ae2fc5749d240eaf7db711,4.0
chat,high,5edd2225676334a0e631b7d0,5.25
chat,low,616b5241d8eb9504f10a5cb2,6.25
chat,random,5ededc7ab3595e17ef9533df,4.75
chat,low,5ef4d8b87faaa00c0dea0c4e,4.75
chat,random,57619c099fce230007797320,5.375
chat,random,657327316173c2bd86323378,3.375
chat,low,59bdeb96ab8d830001fe5ef1,4.5
chat,low,60ff4cca713180d934efc4c7,4.25
chat,high,608463432ad9e5774c98b317,5.375
chat,low,5726570ef2a83f000f6aea6d,3.0
chat,low,5f27b6967f64f05185e1524a,4.875
chat,low,609f528fba531c5195b6cd4e,3.625
chat,random,5c84a6dac558df0016566577,4.5
chat,random,60915d856f78c960f192847e,4.625
chat,low,648343299ec8050d10aee27d,3.375
chat,low,5ee19fc25b7b451c62de45af,4.0
chat,low,6571b72fe700b638df7730b1,6.625
chat,random,583b397f54686200010f1d20,5.5
chat,random,651f8f555a5fde411587c859,4.875
chat,high,65076c797ee85f5947193819,3.875
chat,high,651f605090748cf60ea12423,4.25
chat,random,5dd42e7f35cf744223c60d1b,4.625
chat,random,5d453e8723a5bb0001492546,3.625
chat,low,5b5a822e1ad8270001c4f28d,5.875
chat,random,5f58d7941af44708223b94da,4.875
chat,random,5df1c3c8c76aa60e11ecbcde,4.0
chat,low,611eae23dc03ab210d68b3a7,4.125
chat,low,5d4613a2da9cb60001aa4948,4.125
chat,random,60db523dcea80b0ec44bf2d9,5.125
chat,low,6100158db3080c7b157e85f1,4.875
chat,low,5be2cd7d91deed00015ad79e,4.875
chat,high,65047650b8182c7a7a0ac6b5,4.25
chat,random,647c65c5acb91c89819c7970,6.25
chat,random,63d569384ae2cf6d4dce7c32,3.125
chat,random,5c95493ddd325800166f838a,3.0
chat,high,55a75835fdf99b26395fae40,6.0
chat,low,63d152b604e8c21933a58a66,4.5
chat,random,615586b009f801c3f2d4af8d,4.625
chat,random,5f20c7843957f61f62c58bb6,5.0
chat,low,6112e93d1ef3fc406e9e72ec,3.5
chat,high,5ef246f8ac1cd908a674a2d3,4.125
chat,random,63e51c6b462cfa8a42eba8b2,5.125
chat,random,5cfd3d9cd0e99c0016baf6c8,2.875
chat,low,6473bd2d95a488b826bc24c4,6.375
chat,high,62dc6fd89dd8473b3671357e,5.875
chat,random,5dec17c87aeafe30634f55f7,4.125
chat,high,644031717c9c287ef6f5670a,5.5
chat,high,5e402dcd7b260d000a7b69fe,4.875
chat,low,596bac33670f410001fe9c07,3.125
chat,random,63a0d718bbed03d92665039e,2.375
chat,random,63d9bbe653e18c0a4e74f51f,7.0
chat,high,5d5e176e1a74440018661fba,5.25
chat,random,653f2424042d03012eb92ef5,5.125
chat,high,5fa9fffcf843322ce7456283,4.25
chat,low,60fced5f852ccadf742426cc,4.875
chat,random,655f8b8f7ee2491a2184b5cc,3.5
chat,high,6564a97c5a7fc9d31b9bca76,4.75
chat,high,653403fb4c4cee1065807251,4.25
chat,high,5de337dd9e19bf355ef6fdb2,4.75
chat,high,5ec407fae677370b3629033b,4.25
chat,random,5c0a33e93d878c00016da393,4.75
chat,random,6150c9597b5bb588dfd106f9,1.875
chat,low,5c663cd56fdc87000162e255,2.375
chat,high,5db80ef9823e0c000e66e1ea,3.75
chat,random,6525befce3ed4df85847d34a,4.125
chat,low,6545029c3145f27b3ece71b8,4.0
chat,high,659a66550e7e5db183c0299b,3.75
chat,low,562a8b949e2b900012006e88,4.75
chat,low,610348f3b56120293b846b7b,4.625
chat,high,6102ed0d80010b0ccc4a7772,6.125
chat,low,5d28e6fbd03d6a0001dd62a5,4.75
chat,high,63e51bd9b573cd46809e1d56,5.625
chat,random,5e3dde6752592c000c7fd10b,4.375
chat,high,5d1c0e818d27eb0016164015,4.125
chat,low,631a671f6dce7ca99b95bc65,4.0
chat,low,5d1b0776e1c05200018b582d,3.375
chat,random,5b29c2065b5c0900018b0105,5.75
chat,low,5bfaf3c40f84f10001fc0959,4.375
chat,low,60fe2a53ece9102510fd8b0a,4.625
chat,random,5bcd315d0f10750001d7f22e,6.625
chat,random,614e2b2bd900d5f91096ac12,2.75
chat,low,5783e984160201000103ece2,3.75
chat,random,657a6ecc62c29be44b207d5d,4.25
chat,low,6234a7fc493d026318784c23,3.125
chat,low,5fc134c704e715129eb5d720,3.5
chat,random,5e83bb0601aa8c11929fa6d4,5.875
chat,low,5bc9f8b677740000016a08b5,1.5
chat,high,65850fb49b707b99eecaf2f7,4.5
chat,high,5ebb96b6cd673a0008ace9ce,4.5
chat,high,6508b6a9a04f095add47027b,5.5
chat,random,5dcf4136cf8e7e086ea019e4,4.125
chat,random,5f42eec40c24ac531d4ca24a,3.375
chat,high,5e8ce1a772724409e8ec0404,6.25
chat,low,628f879f0e3931e5275c68ad,2.5
chat,low,5aef97b09516fe00010959f4,4.875
chat,high,5f3f5ad05ec7d1257993b196,5.125
chat,random,654fc6eb3097bf717a4a4ead,4.375
chat,high,5a0fbd21120fb30001949624,3.25
chat,random,62b21265a3b5b67b0f8ae791,5.5
chat,high,65090611293e4458c09a453f,4.25
chat,random,5dec8925be656d35d4005320,3.875
chat,low,6109c6f4d811418e3726ade4,3.0
chat,random,5d49f28a3fefca00193319ac,5.125
chat,high,657ff89570bee71477c11fec,4.375
chat,high,65a3f912ff22f2a843567d78,5.375
chat,random,61bb392e40db417c1a138dcb,3.75
chat,high,609e28fc803b1238af34d1c4,4.125
chat,high,6400dc6107a607811f95527d,3.75
chat,low,644e757b60476ac7d5a7717a,2.75
chat,high,623aa26da2b63382d1c03fb2,5.875
chat,random,634740193026d2b89955a51a,5.875
chat,low,5c78b032419dcc0014119082,5.125
chat,high,65a44479e2b9a23db776bf49,6.0
chat,high,63d8bf919eb3c6cd7907fc0f,5.25
chat,high,6509a31dbe1f3ed8cfe258eb,2.75
chat,low,61109bb38f065f6238b6cc5c,2.75
chat,low,55dbdc9d50a1f7001190d753,4.125
chat,high,5a4f6c4b5f741700018a79a8,5.625
chat,random,57b771677bcf1a00013f2ba8,4.5
chat,random,570f018053cc8f000f8d4bbb,7.0
chat,random,633a35fc5b65d7fa6965c176,4.5
chat,random,615dbec57d764bf5ab0a56e5,6.25
chat,high,63d18bfc4399ceb51556b9ad,4.5
chat,high,5bbd74b16f41680001ce5cdf,4.375
chat,random,5eeaa8ee94a7f8046a02a20d,5.625
chat,random,60c2b160526d0ae3b07ca006,4.125
chat,high,5caf87816ef0d100017611c4,5.625
chat,random,5c748b9188fdc20017c60436,6.25
chat,high,6555776099f743902858ed4b,5.625
chat,random,56e130548b1c33000a388671,5.25
chat,low,63eb78a1fc614fd7af392873,4.375
chat,random,5d42486206811e001ada5b4b,5.25
chat,random,5d4c7ac3e8ec490018b0050d,3.75
chat,random,657b836bb82c37cf3d68df6d,4.875
chat,low,5e589bf82e08c90a78a29bbe,4.875
chat,low,613fb653aa6f033cb05cc587,3.125
chat,high,652d78bfb5d850ebf79dd746,4.875
chat,low,6570a9158b8d82019fe9f58b,1.875
chat,random,60fcebba7345a976efc9c080,5.25
chat,low,653915d6bfafec21fb6e597f,5.875
chat,high,63d1597fdb4c616b6826bf66,4.625
chat,random,6001487015e5f62961639e7d,4.375
chat,low,652ff6c6b91e23646d72a53a,2.75
chat,low,60ff330871c21d483589dda7,5.0
chat,random,5e60460125834138aae85307,3.75
chat,low,56ddac2e6893b5000de993bf,5.625
chat,low,5c3f86e236052e00016ba692,5.0
chat,random,63b76a562fa0b721dffe1e29,1.25
chat,high,587418895c17910001ea4e75,4.625
chat,high,6595b73546b2341b46337789,5.5
chat,high,5ff0f1b0dd8cf14ba8957c5b,4.125
chat,low,650db7fec494128b979b35f6,4.25
chat,high,63e42833b46647e4119fbcb9,4.5
chat,random,6562565a6752019f98cf5c76,4.0
chat,high,5ca5435273897b0001de44ff,5.25
chat,random,65957b97896708cd25109c8b,5.25
chat,random,5a99003d777df200015ff521,6.0
chat,random,63b0644f614d18abfcfcacfe,3.75
chat,random,5e80f90be6882f01c5d585f6,2.375
chat,low,61523f5edff0567aa388e752,4.75
chat,high,58f90ebc3f4fef000199e2fd,6.625
chat,high,610720be056fb1454ee79c3e,4.625
chat,high,6107fc8501927f6a77843425,4.875
chat,low,650d90ebf26334f992c31579,6.625
chat,random,65a4453c68975352c8f0e5c6,4.375
chat,high,5d2f98b94fc1dd0017fe48d5,5.25
chat,high,63c0e1b1ee5ca75f61e3b2e1,4.5
chat,high,62e0314e341f3717a3c2e1f5,4.875
chat,random,5de434b622383642a58d86a2,4.375
chat,random,63d15e1be853005ff591b935,4.375
chat,high,655b8fda57fe5f855445c3d1,5.5
chat,low,55b5f6b6fdf99b713277dc94,2.5
chat,low,58a2952076c5b7000166150a,4.625
chat,low,5c7aa7d0c8c9920017d0c5cf,3.375
chat,high,628695630a79f5750c7bbbc9,5.0
chat,low,63f794e7d8d24753edbbb136,3.875
chat,high,5edaa52a54fe056e4bc55408,5.25
chat,low,63ff478aec95d54674669329,4.625
chat,low,5c3413aa64829800018b164a,4.0
chat,low,5b98d9362cca9c0001de161f,3.25
chat,low,5ec00f62cf12be40ea6fe344,3.125
chat,low,60ce63699ecc87f9ffc3945e,5.0
chat,high,6002dac201332230675852a2,6.125
chat,high,62b266be3221a796f6ec80a7,4.625
chat,random,65a68c5b8b510736ff8d6803,4.5
chat,low,5d5dcbce56779f001a62245e,5.0
chat,low,653ee1d628ced1573a58023d,6.0
chat,low,610871d42f29bee3bd9f2c88,3.375
chat,high,60d52a5dca16f851ab8b9b82,2.5
chat,low,652971cafa502e94819ef2d8,3.375
chat,random,611af7dc150eb89a935edc3c,3.625
chat,high,655fa9148d19c2c4379d5182,4.75
chat,high,5e9a363724927e0d07782751,2.625
chat,random,656550235189b3b8bd39f3b8,4.875
chat,high,65a1b0e9a87fd9d64a96c28a,5.5
chat,low,5fd1010738899d00096e8802,3.375
chat,low,638a3fd5992f01b81d0e1e93,5.625
chat,low,5d1555fe628de0001966c2fa,1.125
chat,low,630cc9747cb664e8a03c29f0,2.625
chat,random,5fff0eb8fa9eac64dfee12f0,5.0
chat,low,60fee74fa3b33a3312af7568,4.625
chat,random,653e815427effbcf60fd50e5,4.5
chat,random,5ced84b48e511000174a2628,5.0
chat,random,55b9a2f1fdf99b55fd370467,5.0
chat,random,601c73af332e2d7ce9b9fe77,4.125
chat,low,61002c88ae47f23265ff57e3,5.0
chat,random,60fe204fae558bfeb83d0bcf,5.125
chat,high,6266c2af9e12be23dff07d28,3.625
chat,random,5ed434531abc010dd521f5da,4.0
chat,high,65006bec31c35a02228b9998,6.25
chat,high,62e12eafa1f5eeafaf30f23b,2.875
chat,low,5fcc06c8cb747a9e9f83e542,4.875
chat,random,5c36e40e299f82000103ce0a,3.625
chat,low,614f571879ee135c5a579e08,5.125
chat,high,6554d46d51c7f11955e666a3,6.125
chat,low,65a3c0ee60b1e46f4e1d5f75,5.75
chat,high,6400dd2b5b4a2803b2fce1dc,5.125
chat,random,652c821a3d99a68b56fe9bcb,5.125
chat,random,5898b6e256357700011c2c6b,4.0
chat,low,613929236e3092c6bad219ab,6.25
chat,random,656f990666c1d1477516a098,4.875
chat,random,651b29ff3a6cadf518640abe,2.875
chat,random,559c3ae1fdf99b32b55f2d33,1.0
chat,high,615374298783c874703e15a6,5.375
chat,low,63ae111b15843aca0165d6ae,3.25
chat,high,5d5b0dd7c032a2001ad7cf5d,3.125
chat,low,610a40ffbf11d261514a7c0a,4.75
chat,low,5acbd1ecf69e940001d9cd4d,4.125
chat,random,5c7cb24bac90ae000144c910,4.25
chat,random,5f1dea279f4818757f07f087,3.0
chat,low,61531a9bd8acf4e88e083892,5.875
chat,low,64063ab4e87bbb62274cd0e6,4.75
chat,random,6569095f2cffcd8156ceeb91,4.125
chat,low,6307bd3bb93e804d22332b3e,5.625
chat,random,6522c32ec4e4f3b2f147d4cc,5.75
chat,random,5e3785d80d436271fbb1cf8e,4.25
chat,high,5f13ea38e764c61a82f38588,5.25
chat,low,62b0ff84054c6ca32f481c65,1.75
chat,random,5f7a28b8bedcf2112ebd1289,6.75
chat,random,61005341d7a2f59ba520550b,3.75
chat,random,5e571601a5b2230d6d2cb29e,3.5
chat,random,60fccd23e1ad21917bf83d5b,5.0
chat,random,5f0d2ad60ad0d6730c380b05,2.25
chat,high,5df961cb53e8466f17606ae1,3.125
chat,low,5d7a90912fb68c001b06a218,3.25
chat,random,654cede3e7e7f75c59cc6064,3.75
chat,high,65a0569c214275fb72e5c87e,3.75
chat,low,65182074ea1027b3193b5a60,4.5
chat,low,659f35424bd33c459b6c0d6a,4.25
chat,low,5f3d6975ef131710ed519c7a,4.75
chat,high,607ba9f40639e8a2c931d622,2.125
chat,low,5bf408f7f35e0c000101693a,4.5
chat,high,6550dd527fede9c068b3a08b,5.375
chat,high,5fdf52ad8f621071aeb33612,3.5
chat,high,616326a20970334859e5230d,2.375
chat,random,60fd6618f9a377f54dcdf318,4.125
chat,high,5fcdddcd64fc2dd06a6ceadd,4.625
chat,high,5b0779259d397e000191969a,4.375
chat,high,608dba0c9d16e0f3e89f9050,4.25
chat,low,65a4476d25b0569bdc0cbd14,4.625
chat,low,64417068d8702a6cf2a7b472,4.75
chat,low,5ee6511c69b98d0129d62f27,4.625
chat,random,606be651a89a7baf6141e8b9,4.0
chat,random,6235d1494270bb3802634c31,3.25
chat,low,5c4687a93ee0340001be7c77,1.625
chat,random,6100f86b914ad2ccb52115fc,3.75
chat,low,655a1838cb3988940b59c3ff,4.875
chat,high,5ed174832955ea0c743fead2,4.625
chat,random,5ccc60abe787e000167f8143,1.375
chat,low,55bb9ae7fdf99b26d27fda01,2.625
chat,random,65a8435144d6b974c0a1e5fe,4.75
chat,low,5d51444f292b750001583e28,2.875
chat,high,60fd8065a1167e6177d1be38,3.375
chat,random,6596cb5e52fd4716a59924fa,2.75
chat,low,60fe2058d424ad8187e4cdd7,3.125
chat,high,60cab9dd5a974695b32eb2ab,2.0
chat,random,62926b2bba027005e0a84475,3.25
chat,low,56d0f57421cd29000a9737e4,3.875
chat,high,6306d39340264f76753706fd,3.625
chat,high,5eeba783164680119f2e30c7,7.0
chat,random,56875435369319000c26947d,3.375
chat,low,6447222db0f5274302c4c769,4.0
chat,low,6536955bc3ea4abe0caf7631,7.0
chat,high,63e52f8ab3688f45f842114c,4.0
chat,random,627bece13ca9c5a9511a7cf0,4.875
chat,low,610899b682536f01d61cc468,3.0
chat,high,5e92604b3d1b57595c446071,5.375
chat,random,63d7ab31b392696900786d31,4.25
